1,2,3.121445027
1,3,2.717907511
1,4,4.956154047
1,5,6.623724212
1,6,7.924141046
1,7,5.16801221
1,8,5.16801221
1,9,17.56625367
1,10,17.26456607
1,11,15.06584419
1,12,14.97101868
1,13,13.77742495
1,14,7.041206188
1,15,62.87962794
1,16,54.61454973
1,17,12.56648985
1,18,12.65994629
1,19,5.363281496
1,20,6.276239638
1,21,54.62511368
1,22,9.450627966
1,23,2.339368788
1,24,4.490173551
1,25,4.297533461
1,26,2.87242696
1,27,5.200930941
1,28,37.79259513
1,29,22.3393817
1,30,15.18487606
1,31,13.9131988
1,32,3.11474536
1,33,2.067487306
1,34,2.930105667
1,35,63.24503454
1,36,7.509063827
1,37,7.313998372
1,38,963.1850157
1,39,9.265334554
1,40,9.236970432
1,41,14.03058484
1,42,18.90506661
1,43,17.56625367
1,44,8.038087551
1,45,10.16793376
1,46,13.07704077
1,47,4.697618309
1,48,2.799022393
1,49,12.01533396
1,50,3.263308438
1,51,5.16801221
1,52,10.12249519
1,53,6.048281505
1,54,7.349352477
1,55,1.160045475
1,56,2.190208335
1,57,8.175231303
1,58,8.879401945
1,59,112.0258913
1,60,113.2037174
1,61,8.164211926
1,62,9.895629734
1,63,6.767483602
1,64,6.497417094
1,65,17.62045523
1,66,15.89700431
1,67,2.669035974
1,68,21.23855744
1,69,4.750168387
1,70,4.297533461
1,71,64.43502182
1,72,13.0481595
1,73,2.554878212
1,74,5.377913192
1,75,13.29750266
1,76,63.26380661
1,77,2.49882335
1,78,8.211365466
1,79,5.16801221
1,80,53.64803106
1,81,3.441030236
1,82,5.759217152
1,83,11.33017903
1,84,5.759217152
1,85,2.384423122
1,86,4.286596252
1,87,90.41164918
1,88,0.96738049
1,89,5.060403481
1,90,5.000656706
1,91,12.34856125
1,92,7.002342421
1,93,11.15889452
1,94,4.211832117
1,95,9.171696424
1,96,6.974609949
1,97,5.16801221
1,98,75.637392
1,99,83.48895593
1,100,82.24125315
1,101,8.453625
1,102,1.510090402
1,103,6.709136097
1,104,4.017657239
1,105,20.97408728
1,106,110.3761206
1,107,111.7399898
1,108,11.19487735
1,109,6.561458547
1,110,5.16801221
1,111,82.75865172
1,112,6.683981551
1,113,75.11138498
1,114,79.75743693
1,115,6.232474274
1,116,46.28622608
1,117,11.17344909
1,118,2.81728067
1,119,4.335650115
1,120,19.11816783
1,121,2.268536547
1,122,5.010501867
1,123,4.606290534
1,124,85.22001894
1,125,78.45504913
1,126,6.345624168
1,127,16.90332728
1,128,3.982303729
1,129,17.54284724
